token,average_attr
boon,0.003102141432
herk,0.003100744216
inhalen,0.00309810508
ularis,0.003092252417
gepraat,0.0030907779
eindstand,0.00308882934
inx,0.003070970066
anz,0.003058823524
xit,0.003056584857
hoorde,0.003045941005
hut,0.003002029145
kastje,0.002994011389
utter,0.002978084842
voorbereiden,0.002977808006
schriften,0.002970598871
uls,0.002958430909
lop,0.002953415737
aster,0.002952260198
j,0.002951634663
vergt,0.00294560194
itiek,0.002934873104
ikt,0.002923175421
rade,0.002902803477
verrast,0.002897053724
voortdurend,0.002885067137
uitgenodigd,0.002875155769
verf,0.002867908993
stat,0.002867518691
afgeb,0.002860946115
lampjes,0.0028475367
raketten,0.002829981735
terwijl,0.002826637169
capelle,0.002820993948
ersp,0.002820241498
ochtends,0.002795105102
fetish,0.002791857813
kerkhof,0.002790889004
vlaanderen,0.002789533697
ijen,0.002764277587
tunnel,0.002763916273
eur,0.002763691591
snoepjes,0.002759514842
federale,0.002759082243
verwijzen,0.002753770212
droge,0.002749264007
vpro,0.002747600665
voorhand,0.002747396473
zil,0.002724497695
buro,0.0027073659
werden,0.002705104183
opstarten,0.002701730933
thuiszorg,0.00269659271
execut,0.002676133765
verlaten,0.002672501258
opgevraagd,0.002669326961
zee,0.002667517734
ling,0.002658698188
inhoud,0.0026515387
simkaart,0.002649949864
beeldmateriaal,0.002648797119
->,0.002637046389
pgb,0.002628804883
ploeg,0.002626480721
modem,0.002580913657
rijbewijs,0.002572285011
gord,0.002569734585
beslissingen,0.002568021882
villa,0.002562665398
begrafenis,0.002546557458
onderd,0.002545441501
raakt,0.00254273785
.,0.002542295067
kerke,0.002536057495
verschilt,0.002533117775
begrijpt,0.002533003455
ersport,0.00252067158
gezichts,0.002507661702
cellen,0.002496573143
datgene,0.002494480228
negatieve,0.0024867428
tijd,0.002485230948
wad,0.002481457312
gedrags,0.002433968242
mas,0.00242272485
rekent,0.002404498635
aangenomen,0.002372842049
woorden,0.002369798935
toename,0.002353798365
maassluis,0.002351986477
ouds,0.002342440886
bestuur,0.002326993815
ory,0.002317278413
rook,0.002313249279
nieuwkomers,0.002308651106
:,0.002299044281
oekt,0.002293053083
order,0.00228437339
;-).,0.002283987589
probeerden,0.00228232122
afspreken,0.002273968654
taxi,0.002266396458
hoofdkantoor,0.002257449552
phen,0.002254391555
ussen,0.002225248842
oice,0.002219841816
graden,0.002218987638
anten,0.002218680107
bijlage,0.002214123262
ioxid,0.002205143915
ommun,0.002181106945
zi,0.002166784679
oure,0.002162771765
turk,0.002158034651
opstelling,0.00215803436
eense,0.002155015245
signaal,0.002152644098
allemaal,0.002139678715
ades,0.002127163214
aansluiting,0.002121136989
iedam,0.002110641217
denkt,0.002109951616
eredivisie,0.002109770663
urn,0.002102670667
weliswaar,0.002063077176
voren,0.002059968654
boeren,0.00205905363
utten,0.002049654815
words,0.002039014595
domme,0.002027016948
bomen,0.002026644923
ruimen,0.002019412466
behandeld,0.002009811811
financiã«le,0.0020023291
nick,0.001998614694
kleintje,0.001997556072
oplopen,0.001988704782
andre,0.001969525823
buik,0.001963835777
factuur,0.001961014466
boekings,0.001959018875
zame,0.001952977502
borg,0.001949429861
reedt,0.001944617135
binnenkomst,0.001915566041
doorsl,0.001913370797
contin,0.001910311868
amma,0.001895210706
screens,0.001890885876
kauw,0.001889751991
amerikanen,0.001889500418
andelen,0.001889236155
orge,0.001888985164
alleenstaande,0.001888822648
pilot,0.001878396957
ear,0.001876846771
spron,0.001868400024
ruiken,0.001863756217
andaar,0.00185756851
tijdlijn,0.00184637084
own,0.001846122905
ensioen,0.001844501821
hok,0.001840220764
gevonden,0.001829101248
tijdstippen,0.001825897838
scheiding,0.001811692491
slip,0.00181128853
oofden,0.001797571313
eyen,0.001792632975
automatisch,0.001791599469
drink,0.001783382846
brit,0.001766468165
deco,0.001763413893
mob,0.001754429773
ierland,0.001749670948
persoons,0.001720560365
afdeling,0.001720477128
weekje,0.001719245454
voice,0.00170426676
emissie,0.001696348772
odium,0.001693608006
rv,0.001682430855
fot,0.00167651361
usies,0.001670308178
defecte,0.001670024125
spre,0.001669300487
netjes,0.001665489865
beã«,0.001664440031
oensdag,0.001660154318
mogelijke,0.001631847699
struct,0.001630839193
openlijk,0.001622895361
konings,0.001621371368
ã¤r,0.001618231414
ikkers,0.001607223006
offer,0.001600506599
monteurs,0.001599878655
alternatieve,0.001599189127
eekt,0.001597385155
beroep,0.00159405882
promotie,0.001585558173
draad,0.001583923353
meeting,0.001575199974
rente,0.001558225311
moskee,0.001549719367
stemmen,0.001548694694
cb,0.001523780636
iele,0.001519650454
dorpen,0.001516214339
boedel,0.001484889654
tarieven,0.00148121547
omschrijft,0.001479483675
ethiop,0.00147634116
gooien,0.001472916338
stoffen,0.001461902168
uni,0.001454045996
aapt,0.001448235242
chelsea,0.001442413195
ortering,0.001440169988
vechten,0.001437171886
illo,0.001433574595
woning,0.001431123354
beweging,0.001423874404
sollicitatie,0.001415206469
schakelen,0.001413959078
iod,0.001406583353
ania,0.00139248604
etteren,0.001381739508
roll,0.001376388827
huisartsen,0.00136005017
oblig,0.001347467769
bocht,0.001344533521
verw,0.001333020045
kleuter,0.001323156757
dead,0.001321184332
bekl,0.001319610165
producties,0.001317547867
aatste,0.001310410909
iene,0.0013064472
afspeel,0.00130064867
document,0.001290390617
aardappels,0.001282100216
loslaten,0.001266051317
eis,0.001258848002
leep,0.001256488264
fl,0.001252698121
omo,0.001251703943
berger,0.001249167952
onderhouden,0.001247888082
vacatures,0.001243504579
udio,0.001230962885
comodatie,0.001222600229
taken,0.001216299715
poort,0.001215356751
atar,0.001213719253
voorganger,0.001212701201
elis,0.001211081399
vrijwilliger,0.001210090239
beleven,0.001208815374
provider,0.001197105041
tenerife,0.001193133998
nagels,0.001186973299
plastic,0.001169744646
afrikaanse,0.001146295341
pizza,0.001142169116
fon,0.001141251065
stam,0.001129858196
verrekend,0.001125310082
drinken,0.001121030463
optredens,0.00111977139
clar,0.00111726555
bw,0.001114514074
zweet,0.001108923927
aã¯,0.001091402839
grot,0.001087754965
ossingen,0.001078624162
ester,0.001073915279
vergeet,0.00107242004
flict,0.001063370495
september,0.00106202974
inderd,0.001059325994
paleis,0.001056154841
gevuld,0.001048889244
ongeval,0.001048459671
zomaar,0.001046620877
table,0.001035150257
format,0.001034542336
porno,0.001015294802
ference,0.00101165555
arieven,0.001010849373
offee,0.001008517807
aangev,0.001007468556
â»,0.0009994957363
rijs,0.0009909638902
oda,0.0009809593903
verderop,0.0009802260902
specificaties,0.0009737303481
elo,0.0009721770766
bevolkingsgroepen,0.0009649277199
staatssecretaris,0.0009622782818
grind,0.0009620104684
koopt,0.0009616447496
wl,0.0009597379249
reef,0.0009507876821
trouwen,0.0009459750727
achtergelaten,0.0009452190134
hoven,0.0009398897916
ã³f,0.0009369761101
spaans,0.0009369215113
schiphol,0.0009348656167
aantreden,0.0009320295067
ipper,0.000911640469
oordelingen,0.0008959407569
stereo,0.0008956444799
ugd,0.0008949152543
vijver,0.0008912184276
branche,0.0008868712466
lie,0.0008858062255
240,0.0008740350604
ire,0.0008689005626
vang,0.0008635551203
teller,0.0008610432851
gevallen,0.0008496385417
inloggen,0.000844375114
oli,0.0008431413444
stimuleren,0.0008332590805
ijmen,0.0007880674918
aldi,0.0007750990917
-),0.0007667872803
hevig,0.0007626175066
otter,0.0007552789175
zakelijke,0.0007543232641
mails,0.0007489367854
brian,0.0007439897745
beken,0.0007426862721
ups,0.0007400768227
zussen,0.0007339057047
jimmy,0.0007303964812
aki,0.0007281656144
puzzels,0.0007264965097
daniã«l,0.0007241712883
450,0.0007108121645
efa,0.0007082252414
invullen,0.0007023106446
eltjes,0.0007004684303
oir,0.0006998109166
isie,0.00069857575
aagden,0.0006948710652
oeding,0.0006932117976
werkend,0.0006924717163
lij,0.0006848572521
urger,0.0006790750194
urb,0.0006770645268
analyses,0.0006699693622
uisteren,0.0006696304772
adden,0.000664872874
onden,0.0006646757829
mai,0.0006628359552
zakken,0.0006563719362
aandoen,0.0006348469178
helpende,0.000629479764
spook,0.0006274412153
rand,0.0006132947747
system,0.0006061187014
jager,0.0005996149266
cean,0.000591420976
leding,0.0005887151929
conne,0.0005799517385
isterij,0.0005782483495
sense,0.0005745166563
sprak,0.0005582199665
vaticaan,0.000539558474
ijmuiden,0.0005382010713
ãĸ,0.0005359861534
umb,0.0005216447171
merkt,0.0005078472896
weig,0.000507832272
terroristische,0.0004857747699
vinger,0.0004842093525
isc,0.0004831133992
cele,0.0004806617508
nos,0.000477547379
rut,0.0004763329052
terugkomen,0.0004736718838
liber,0.0004721496662
0.00%,0.0004707558619
cq,0.0004707452608
geteld,0.0004674522788
otoshop,0.0004604226269
protesteren,0.0004496901529
zieken,0.0004423453065
probeer,0.0004365187779
hendrik,0.0004360912135
1500,0.0004317009589
emende,0.0004117899807
vaak,0.0004099206602
uitwisseling,0.0004091772716
iles,0.0004048902192
valentijnsdag,0.000391686568
aansluitende,0.0003915118868
otheek,0.0003911748645
ï,0.0003770127951
dicht,0.0003615615715
ami,0.0003609594132
riek,0.0003594667942
huisje,0.0003570167173
stekort,0.000355062075
beleggen,0.0003402472066
ii,0.0003331458495
abase,0.0003282995312
kip,0.0003192159347
wassen,0.0003124978393
gevend,0.0003081365721
aanst,0.0003012592788
astische,0.0002980775607
ush,0.0002880079846
sn,0.0002854557216
2013,0.000273829879
afschrift,0.0002698846802
daagse,0.0002613158722
wei,0.0002517197281
laminaat,0.0002511882922
minderjarigen,0.0002489162725
ijten,0.0002429257147
democratisch,0.0002410578163
aaf,0.0002359787002
geã«n,0.0002355280158
row,0.000230859092
items,0.0002171294909
illa,0.0002147546038
verraden,0.000214616186
ploit,0.0002136949624
vlinder,0.0002097793913
creditcard,0.0002077109093
beh,0.0002069567417
uitzenden,0.0002027139271
attoo,0.0001943593088
bingo,0.0001912111038
schrijver,0.0001879120246
klei,0.0001830495603
unnik,0.0001830040856
allebei,0.0001779412851
ulp,0.0001759831212
obert,0.0001715826656
rypt,0.0001709877688
ochter,0.0001644842123
jn,0.0001402215334
geg,0.0001332784159
bijt,0.0001309807267
hihi,0.0001251943613
thijs,0.000124920989
orme,0.0001237493513
verhuis,0.0001054608874
gebl,0.000102088954
ijnsdag,0.0001004989754
thee,9.95E-05
onthult,9.87E-05
eco,8.99E-05
800,8.94E-05
vingers,8.72E-05
tam,7.49E-05
medi,7.30E-05
langskomen,6.64E-05
umes,6.01E-05
populair,5.70E-05
investeert,5.34E-05
rã¨,5.07E-05
zondagochtend,3.92E-05
schillen,3.19E-05
reiziger,3.05E-05
aza,2.42E-05
gezonden,2.13E-05
akers,1.28E-05
lagen,7.51E-06
filiaal,1.19E-06
<s>,0
maaltijd,0
slimme,0
moordenaar,0
ganger,0
traject,0
katholiek,0
vester,0
san,0
agressief,0
noot,0
amers,0
stapt,0
afleveringen,0
barcelona,0
wetgeving,0
micha,0
splitsen,0
artikelen,0
vrolijke,0
dessert,0
annem,0
azine,0
attoos,0
finales,0
antillen,0
aph,0
pack,0
jud,0
minderheid,0
acul,0
deadline,0
ongem,0
aads,0
banner,0
beeldje,0
resident,0
hierna,0
woordje,0
rienden,0
langzaamaan,0
bestrating,0
riest,0
uffelen,0
gekookt,0
steenweg,0
ustral,0
issie,0
ofoon,0
gebruikers,0
afscheids,0
hã©t,0
challenge,0
clips,0
etel,0
profiel,0
posit,0
scheelt,0
vlammen,0
onrustig,0
hoeveelheid,0
hanger,0
lounges,0
pensioenfondsen,0
vlogen,0
promot,0
oemde,0
250,0
feu,0
kantoren,0
metaal,0
scherp,0
screen,0
assage,0
inkje,0
geet,0
hank,0
beschuldigingen,0
leutels,0
verdriet,0
ages,0
fatsoenlijke,0
ongelooflijk,0
vissen,0
bleem,0
rene,0
nakomen,0
echter,0
documenten,0
ijft,0
naleving,0
igende,0
cris,0
ritje,0
igi,0
verzend,0
oria,0
uda,0
groeps,0
state,0
aanvallen,0
bies,0
180,0
iti,0
schaamte,0
uize,0
vloeiend,0
itters,0
hoofdstukken,0
alf,0
osta,0
manuel,0
ikker,0
prinses,0
uitgelezen,0
professionele,0
absolute,0
mh,0
poes,0
voetjes,0
recre,0
onw,0
export,0
goedkoper,0
onzichtbare,0
vlissingen,0
sushi,0
eeg,0
absoluut,0
verpakkings,0
onjuist,0
akket,0
spuiten,0
boze,0
rompslomp,0
dekens,0
bijeen,0
opgest,0
rim,0
geloofde,0
kering,0
onderschatten,0
staande,0
aandeel,0
yll,0
lines,0
dubbele,0
vonnis,0
izoen,0
git,0
rechtop,0
zagen,0
gedeputeerde,0
arisch,0
meegedaan,0
weden,0
ull,0
uggen,0
nes,0
teurs,0
mani,0
nov,0
opdagen,0
zwerf,0
winters,0
verklaarde,0
beschouw,0
veget,0
las,0
fries,0
sandalen,0
ontbijt,0
avia,0
visueel,0
abo,0
hooguit,0
dates,0
angere,0
belonen,0
dromen,0
ochten,0
oodschappen,0
verse,-2.21E-05
aflevering,-4.73E-05
42,-5.21E-05
mde,-6.09E-05
verk,-6.29E-05
itterende,-9.15E-05
schaar,-0.0001225161977
kool,-0.000132052839
spelers,-0.0001379307001
pvv,-0.0001673599763
orders,-0.0001781138853
voedsel,-0.0001865557861
sv,-0.0001979495864
falen,-0.0002047855378
uip,-0.0002096062526
corruptie,-0.0002247024822
haalt,-0.0002392290626
groeien,-0.0002572932281
gerekend,-0.0002840461675
eller,-0.000288313798
mobiliteit,-0.000294079684
zelfde,-0.0002996237949
kanaal,-0.0003106841662
ietwat,-0.0003191566502
kutje,-0.0003342435812
cop,-0.0003556631855
koord,-0.0003628246486
cit,-0.0003656093322
izen,-0.0003840876452
professioneel,-0.0003846547625
aap,-0.0003946320697
boarden,-0.0003977713059
bruno,-0.0004134131013
res,-0.0004169847816
doorst,-0.0004493491142
eleg,-0.0004513298918
afrik,-0.0004515245091
grappen,-0.000451680234
andid,-0.0004554199986
goedkope,-0.0004586149007
moois,-0.0004635141231
illy,-0.0004994411138
igheids,-0.0005065980949
individu,-0.0005125668249
oster,-0.0005292895949
doen,-0.0005424753578
ductie,-0.000550290395
ramen,-0.0005528967013
fib,-0.0005652086693
camera,-0.0005790454202
herstellen,-0.0005858577788
tuig,-0.0006057177282
aya,-0.0006644175155
belastingdienst,-0.0006787139282
avanc,-0.0006865202449
abonnement,-0.000690286234
zullen,-0.0006965087523
opl,-0.0006989826992
homo,-0.0007180408575
waterdicht,-0.0007184753777
zorgverzekeraar,-0.0007637204835
rah,-0.0008045410505
heftruck,-0.0008074365323
management,-0.000812969869
bruin,-0.0008190830413
misbruik,-0.0008345087408
orden,-0.0008641693857
pasfoto,-0.0008863596595
ku,-0.0008916263872
koffie,-0.0008962238673
meisje,-0.0009117244481
obama,-0.0009156411979
raaf,-0.0009166520904
n,-0.0009260075511
fff,-0.0009384561983
uitzend,-0.0009921788005
vervolging,-0.001001627534
stuurt,-0.001005365513
rices,-0.001011552638
paint,-0.001031760359
echtgenote,-0.001054692315
assie,-0.001078569796
flessen,-0.001100232825
7000,-0.00111009425
leider,-0.001117448633
werkloos,-0.001123429858
office,-0.001134330756
rading,-0.001146445516
energielabel,-0.001164108282
gesn,-0.001178530511
eenkomsten,-0.001180550316
vr,-0.001184576127
maten,-0.001196314464
ukt,-0.001207235386
hebt,-0.001219520876
controleert,-0.001220043167
tor,-0.001231852802
verpakking,-0.001273650637
uiterlijke,-0.0012791435
angel,-0.001289329492
vankelijk,-0.001295308233
gebruiksvriendelijk,-0.001298364718
outen,-0.001334374538
gebeuren,-0.001362022911
tj,-0.001389108482
pond,-0.00140049844
ef,-0.001435695759
fake,-0.00145889516
spiegels,-0.00148659898
donkere,-0.001509683207
verlies,-0.001511574024
rash,-0.001513367402
ay,-0.001532645327
geheugen,-0.001576437964
annex,-0.001579854172
apple,-0.001589195492
spen,-0.001617777511
det,-0.001629233826
multip,-0.001676310319
auffeurs,-0.001679787412
klassiek,-0.001697086962
keuzes,-0.00176289212
indicatie,-0.001766504836
resentatie,-0.001802744577
geboden,-0.00182117091
zich,-0.001840757738
ondertit,-0.001864513382
aders,-0.001868786057
toegeven,-0.001888160012
ulaties,-0.00189388427
hetero,-0.001943818643
huishouden,-0.001951373066
px,-0.001971245181
presenteren,-0.001973196631
ering,-0.001985174904
gv,-0.002003696281
soul,-0.002008502372
itel,-0.002011006465
kerk,-0.002028877381
apport,-0.002031081201
android,-0.002044756722
argument,-0.002059672959
kenmerken,-0.002074623713
stond,-0.002075916958
cu,-0.002083468804
oepen,-0.002114378847
st,-0.00211728178
dings,-0.002164650941
betere,-0.002166603878
udget,-0.002170702908
inleveren,-0.00219672441
val,-0.002216181769
avontuur,-0.002219629125
asten,-0.002223199699
kabel,-0.002247062822
